index	image_idx	cell_idx	row	col	shape	color
943	104	7	2	1	triangle	green
944	104	8	2	2	circle	blue
945	105	0	0	0	square	green
946	105	1	0	1	triangle	blue
947	105	2	0	2	square	green
948	105	3	1	0	square	red
949	105	4	1	1	none	none
950	105	5	1	2	square	blue
951	105	6	2	0	square	green
952	105	7	2	1	triangle	red
953	105	8	2	2	none	none
954	106	0	0	0	circle	green
955	106	1	0	1	none	none
956	106	2	0	2	square	green
957	106	3	1	0	triangle	green
958	106	4	1	1	triangle	red
959	106	5	1	2	none	none
960	106	6	2	0	square	blue
961	106	7	2	1	square	green
962	106	8	2	2	square	blue
963	107	0	0	0	triangle	green
964	107	1	0	1	square	red
965	107	2	0	2	square	blue
966	107	3	1	0	square	blue
967	107	4	1	1	square	blue
968	107	5	1	2	square	blue
969	107	6	2	0	square	blue
970	107	7	2	1	square	blue
971	107	8	2	2	square	blue
972	108	0	0	0	square	blue
973	108	1	0	1	square	green
974	108	2	0	2	square	blue
975	108	3	1	0	none	none
976	108	4	1	1	none	none
977	108	5	1	2	square	blue
978	108	6	2	0	circle	green
979	108	7	2	1	triangle	green
980	108	8	2	2	square	green
981	109	0	0	0	none	none
982	109	1	0	1	square	blue
983	109	2	0	2	triangle	red
984	109	3	1	0	square	red
985	109	4	1	1	square	green
986	109	5	1	2	circle	blue
987	109	6	2	0	square	blue
988	109	7	2	1	circle	green
989	109	8	2	2	square	green
990	110	0	0	0	square	red
991	110	1	0	1	square	blue
992	110	2	0	2	triangle	red
993	110	3	1	0	square	green
994	110	4	1	1	circle	red
995	110	5	1	2	none	none
996	110	6	2	0	square	red
997	110	7	2	1	none	none
998	110	8	2	2	square	green
999	111	0	0	0	square	blue
1000	111	1	0	1	triangle	red
1001	111	2	0	2	none	none
1002	111	3	1	0	square	green
1003	111	4	1	1	circle	red
1004	111	5	1	2	square	red
1005	111	6	2	0	square	green
1006	111	7	2	1	none	none
1007	111	8	2	2	square	blue
1008	112	0	0	0	square	blue
1009	112	1	0	1	square	green
1010	112	2	0	2	square	blue
1011	112	3	1	0	square	red
1012	112	4	1	1	square	green
1013	112	5	1	2	none	none
1014	112	6	2	0	circle	blue
1015	112	7	2	1	square	blue
1016	112	8	2	2	square	green
1017	113	0	0	0	square	green
1018	113	1	0	1	square	green
1019	113	2	0	2	square	red
1020	113	3	1	0	circle	green
1021	113	4	1	1	square	red
1022	113	5	1	2	square	green
1023	113	6	2	0	none	none
1024	113	7	2	1	triangle	red
1025	113	8	2	2	square	blue
1026	114	0	0	0	square	red
1027	114	1	0	1	circle	green
1028	114	2	0	2	square	blue
1029	114	3	1	0	square	blue
1030	114	4	1	1	triangle	red
1031	114	5	1	2	none	none
1032	114	6	2	0	square	blue
1033	114	7	2	1	square	green
1034	114	8	2	2	square	blue
1035	115	0	0	0	square	green
1036	115	1	0	1	square	red
1037	115	2	0	2	circle	blue
1038	115	3	1	0	square	red
1039	115	4	1	1	square	blue
1040	115	5	1	2	square	green
1041	115	6	2	0	circle	red
1042	115	7	2	1	none	none
1043	115	8	2	2	square	green
1044	116	0	0	0	triangle	green
1045	116	1	0	1	square	green
1046	116	2	0	2	triangle	blue
1047	116	3	1	0	triangle	blue
1048	116	4	1	1	triangle	green
1049	116	5	1	2	circle	blue
1050	116	6	2	0	square	red
1051	116	7	2	1	triangle	red
1052	116	8	2	2	square	green
1053	117	0	0	0	none	none
1054	117	1	0	1	circle	blue
1055	117	2	0	2	square	green
1056	117	3	1	0	triangle	red
1057	117	4	1	1	circle	green
1058	117	5	1	2	triangle	red
1059	117	6	2	0	triangle	green
1060	117	7	2	1	circle	blue
1061	117	8	2	2	square	blue
1062	118	0	0	0	none	none
1063	118	1	0	1	none	none
1064	118	2	0	2	square	blue
1065	118	3	1	0	none	none
1066	118	4	1	1	none	none
1067	118	5	1	2	square	green
1068	118	6	2	0	triangle	blue
1069	118	7	2	1	square	red
1070	118	8	2	2	square	red
1071	119	0	0	0	square	red
1072	119	1	0	1	circle	green
1073	119	2	0	2	square	red
1074	119	3	1	0	square	green
1075	119	4	1	1	none	none
1076	119	5	1	2	triangle	red
1077	119	6	2	0	square	blue
1078	119	7	2	1	none	none
1079	119	8	2	2	square	blue
1080	120	0	0	0	circle	green
1081	120	1	0	1	square	blue
1082	120	2	0	2	square	blue
1083	120	3	1	0	square	green
1084	120	4	1	1	square	green
1085	120	5	1	2	triangle	green
1086	120	6	2	0	square	blue
1087	120	7	2	1	square	blue
1088	120	8	2	2	triangle	green
1089	121	0	0	0	circle	blue
1090	121	1	0	1	triangle	blue
1091	121	2	0	2	none	none
1092	121	3	1	0	square	red
1093	121	4	1	1	circle	green
1094	121	5	1	2	square	blue
1095	121	6	2	0	square	red
1096	121	7	2	1	square	blue
1097	121	8	2	2	triangle	blue
1098	122	0	0	0	square	green
1099	122	1	0	1	triangle	blue
1100	122	2	0	2	square	blue
1101	122	3	1	0	square	blue
1102	122	4	1	1	triangle	red
1103	122	5	1	2	triangle	red
1104	122	6	2	0	square	blue
1105	122	7	2	1	square	blue
1106	122	8	2	2	square	red
1107	123	0	0	0	circle	green
1108	123	1	0	1	none	none
1109	123	2	0	2	none	none
1110	123	3	1	0	none	none
1111	123	4	1	1	none	none
1112	123	5	1	2	none	none
1113	123	6	2	0	square	blue
1114	123	7	2	1	triangle	green
1115	123	8	2	2	square	green
1116	124	0	0	0	square	green
1117	124	1	0	1	triangle	blue
1118	124	2	0	2	none	none
1119	124	3	1	0	circle	blue
1120	124	4	1	1	square	blue
1121	124	5	1	2	none	none
1122	124	6	2	0	square	red
1123	124	7	2	1	none	none
1124	124	8	2	2	square	green
1125	125	0	0	0	square	red
1126	125	1	0	1	none	none
1127	125	2	0	2	triangle	blue
1128	125	3	1	0	square	green
1129	125	4	1	1	square	blue
1130	125	5	1	2	square	blue
1131	125	6	2	0	square	blue
1132	125	7	2	1	triangle	red
1133	125	8	2	2	square	green
1134	126	0	0	0	circle	blue
1135	126	1	0	1	none	none
1136	126	2	0	2	square	blue
1137	126	3	1	0	none	none
1138	126	4	1	1	square	red
1139	126	5	1	2	square	red
1140	126	6	2	0	triangle	green
1141	126	7	2	1	square	red
1142	126	8	2	2	triangle	red
1143	127	0	0	0	circle	blue
1144	127	1	0	1	none	none
1145	127	2	0	2	square	red
1146	127	3	1	0	square	blue
1147	127	4	1	1	square	red
1148	127	5	1	2	square	green
1149	127	6	2	0	none	none
1150	127	7	2	1	square	red
1151	127	8	2	2	square	blue
1152	128	0	0	0	square	blue
1153	128	1	0	1	none	none
1154	128	2	0	2	triangle	red
1155	128	3	1	0	triangle	green
1156	128	4	1	1	square	blue
1157	128	5	1	2	square	blue
1158	128	6	2	0	square	blue
1159	128	7	2	1	square	blue
1160	128	8	2	2	none	none
1161	129	0	0	0	circle	blue
1162	129	1	0	1	square	green
1163	129	2	0	2	triangle	green
1164	129	3	1	0	triangle	red
1165	129	4	1	1	none	none
1166	129	5	1	2	square	green
1167	129	6	2	0	none	none
1168	129	7	2	1	square	blue
1169	129	8	2	2	square	red
1170	130	0	0	0	triangle	green
1171	130	1	0	1	none	none
1172	130	2	0	2	none	none
1173	130	3	1	0	triangle	green
1174	130	4	1	1	none	none
1175	130	5	1	2	none	none
1176	130	6	2	0	none	none
1177	130	7	2	1	triangle	green
1178	130	8	2	2	square	red
1179	131	0	0	0	square	blue
1180	131	1	0	1	none	none
1181	131	2	0	2	square	blue
1182	131	3	1	0	square	blue
1183	131	4	1	1	none	none
1184	131	5	1	2	triangle	blue
1185	131	6	2	0	square	red
1186	131	7	2	1	square	blue
1187	131	8	2	2	none	none
1188	132	0	0	0	square	blue
1189	132	1	0	1	square	green
1190	132	2	0	2	square	blue
1191	132	3	1	0	triangle	green
1192	132	4	1	1	triangle	blue
1193	132	5	1	2	square	green
1194	132	6	2	0	square	red
1195	132	7	2	1	square	green
1196	132	8	2	2	circle	blue
1197	133	0	0	0	square	green
1198	133	1	0	1	square	blue
1199	133	2	0	2	none	none
1200	133	3	1	0	none	none
1201	133	4	1	1	square	red
1202	133	5	1	2	square	red
1203	133	6	2	0	square	green
1204	133	7	2	1	square	red
1205	133	8	2	2	circle	red
1206	134	0	0	0	none	none
1207	134	1	0	1	square	blue
1208	134	2	0	2	square	red
1209	134	3	1	0	square	red
1210	134	4	1	1	circle	green
1211	134	5	1	2	square	green
1212	134	6	2	0	circle	red
1213	134	7	2	1	none	none
1214	134	8	2	2	none	none
1215	135	0	0	0	square	blue
1216	135	1	0	1	none	none
1217	135	2	0	2	square	red
1218	135	3	1	0	triangle	red
1219	135	4	1	1	circle	green
1220	135	5	1	2	none	none
1221	135	6	2	0	square	green
1222	135	7	2	1	none	none
1223	135	8	2	2	circle	green
1224	136	0	0	0	circle	red
1225	136	1	0	1	triangle	green
1226	136	2	0	2	triangle	blue
1227	136	3	1	0	square	green
1228	136	4	1	1	square	green
1229	136	5	1	2	square	red
1230	136	6	2	0	square	green
1231	136	7	2	1	none	none
1232	136	8	2	2	square	blue
1233	137	0	0	0	none	none
1234	137	1	0	1	square	red
1235	137	2	0	2	circle	blue
1236	137	3	1	0	square	red
1237	137	4	1	1	square	blue
1238	137	5	1	2	square	red
1239	137	6	2	0	triangle	red
1240	137	7	2	1	square	blue
1241	137	8	2	2	none	none
1242	138	0	0	0	triangle	blue
1243	138	1	0	1	square	blue
1244	138	2	0	2	square	green
1245	138	3	1	0	triangle	red
1246	138	4	1	1	square	red
1247	138	5	1	2	square	red
1248	138	6	2	0	circle	green
1249	138	7	2	1	square	red
1250	138	8	2	2	circle	blue
1251	139	0	0	0	circle	red
1252	139	1	0	1	square	red
1253	139	2	0	2	triangle	red
1254	139	3	1	0	square	green
1255	139	4	1	1	square	green
1256	139	5	1	2	square	green
1257	139	6	2	0	square	blue
1258	139	7	2	1	square	green
1259	139	8	2	2	triangle	red
1260	140	0	0	0	circle	red
1261	140	1	0	1	square	blue
1262	140	2	0	2	none	none
1263	140	3	1	0	none	none
1264	140	4	1	1	square	blue
1265	140	5	1	2	triangle	blue
1266	140	6	2	0	none	none
1267	140	7	2	1	none	none
1268	140	8	2	2	none	none
1269	141	0	0	0	none	none
1270	141	1	0	1	none	none
1271	141	2	0	2	square	blue
1272	141	3	1	0	none	none
1273	141	4	1	1	square	blue
1274	141	5	1	2	triangle	green
1275	141	6	2	0	square	blue
1276	141	7	2	1	square	green
1277	141	8	2	2	none	none
1278	142	0	0	0	none	none
1279	142	1	0	1	triangle	green
1280	142	2	0	2	circle	blue
1281	142	3	1	0	square	blue
1282	142	4	1	1	square	red
1283	142	5	1	2	square	red
1284	142	6	2	0	none	none
1285	142	7	2	1	square	green
1286	142	8	2	2	triangle	red
1287	143	0	0	0	triangle	blue
1288	143	1	0	1	circle	green
1289	143	2	0	2	square	green
1290	143	3	1	0	circle	blue
1291	143	4	1	1	triangle	red
1292	143	5	1	2	triangle	blue
1293	143	6	2	0	none	none
1294	143	7	2	1	triangle	green
1295	143	8	2	2	square	red
1296	144	0	0	0	square	red
1297	144	1	0	1	none	none
1298	144	2	0	2	square	blue
1299	144	3	1	0	triangle	green
1300	144	4	1	1	square	red
1301	144	5	1	2	square	blue
1302	144	6	2	0	square	red
1303	144	7	2	1	none	none
1304	144	8	2	2	circle	blue
1305	145	0	0	0	none	none
1306	145	1	0	1	triangle	blue
1307	145	2	0	2	none	none
1308	145	3	1	0	square	blue
1309	145	4	1	1	circle	blue
1310	145	5	1	2	circle	red
1311	145	6	2	0	circle	blue
1312	145	7	2	1	none	none
1313	145	8	2	2	none	none
1314	146	0	0	0	square	green
1315	146	1	0	1	square	blue
1316	146	2	0	2	square	red
1317	146	3	1	0	square	red
1318	146	4	1	1	square	green
1319	146	5	1	2	triangle	red
1320	146	6	2	0	square	red
1321	146	7	2	1	triangle	blue
1322	146	8	2	2	square	blue
1323	147	0	0	0	circle	blue
1324	147	1	0	1	square	red
1325	147	2	0	2	circle	green
1326	147	3	1	0	square	blue
1327	147	4	1	1	square	green
1328	147	5	1	2	none	none
1329	147	6	2	0	square	red
1330	147	7	2	1	square	red
1331	147	8	2	2	square	green
1332	148	0	0	0	triangle	blue
1333	148	1	0	1	circle	blue
1334	148	2	0	2	circle	red
1335	148	3	1	0	none	none
1336	148	4	1	1	none	none
1337	148	5	1	2	triangle	red
1338	148	6	2	0	circle	red
1339	148	7	2	1	square	blue
1340	148	8	2	2	square	red
1341	149	0	0	0	none	none
1342	149	1	0	1	square	red
1343	149	2	0	2	triangle	green
1344	149	3	1	0	square	red
1345	149	4	1	1	square	blue
1346	149	5	1	2	square	green
1347	149	6	2	0	square	red
1348	149	7	2	1	triangle	red
1349	149	8	2	2	square	green
1350	150	0	0	0	square	blue
1351	150	1	0	1	circle	red
1352	150	2	0	2	square	blue
1353	150	3	1	0	square	blue
1354	150	4	1	1	circle	red
1355	150	5	1	2	none	none
1356	150	6	2	0	square	blue
1357	150	7	2	1	square	green
1358	150	8	2	2	square	red
1359	151	0	0	0	circle	green
1360	151	1	0	1	square	red
1361	151	2	0	2	circle	green
1362	151	3	1	0	circle	green
1363	151	4	1	1	square	green
1364	151	5	1	2	none	none
1365	151	6	2	0	triangle	green
1366	151	7	2	1	none	none
1367	151	8	2	2	circle	blue
1368	152	0	0	0	circle	blue
1369	152	1	0	1	square	green
1370	152	2	0	2	square	red
1371	152	3	1	0	circle	red
1372	152	4	1	1	triangle	red
1373	152	5	1	2	triangle	blue
1374	152	6	2	0	square	blue
1375	152	7	2	1	square	blue
1376	152	8	2	2	triangle	green
1377	153	0	0	0	square	blue
1378	153	1	0	1	none	none
1379	153	2	0	2	square	red
1380	153	3	1	0	square	blue
1381	153	4	1	1	circle	green
1382	153	5	1	2	none	none
1383	153	6	2	0	none	none
1384	153	7	2	1	triangle	blue
1385	153	8	2	2	square	red
1386	154	0	0	0	circle	green
1387	154	1	0	1	circle	red
1388	154	2	0	2	square	green
1389	154	3	1	0	triangle	blue
1390	154	4	1	1	square	green
1391	154	5	1	2	square	red
1392	154	6	2	0	circle	green
1393	154	7	2	1	none	none
1394	154	8	2	2	circle	green
1395	155	0	0	0	circle	red
1396	155	1	0	1	square	red
1397	155	2	0	2	square	blue
1398	155	3	1	0	none	none
1399	155	4	1	1	triangle	green
1400	155	5	1	2	square	blue
1401	155	6	2	0	none	none
1402	155	7	2	1	none	none
1403	155	8	2	2	circle	blue
1404	156	0	0	0	none	none
1405	156	1	0	1	none	none
1406	156	2	0	2	circle	red
1407	156	3	1	0	circle	red
1408	156	4	1	1	triangle	red
1409	156	5	1	2	none	none
1410	156	6	2	0	triangle	red
1411	156	7	2	1	circle	red
1412	156	8	2	2	square	red
1413	157	0	0	0	square	red
1414	157	1	0	1	none	none
1415	157	2	0	2	triangle	blue
1416	157	3	1	0	none	none
1417	157	4	1	1	square	green
1418	157	5	1	2	square	green
1419	157	6	2	0	square	green
1420	157	7	2	1	square	green
1421	157	8	2	2	square	blue
1422	158	0	0	0	triangle	blue
1423	158	1	0	1	square	green
1424	158	2	0	2	square	green
1425	158	3	1	0	triangle	green
1426	158	4	1	1	square	green
1427	158	5	1	2	square	blue
1428	158	6	2	0	triangle	green
1429	158	7	2	1	square	blue
1430	158	8	2	2	none	none
1431	159	0	0	0	triangle	red
1432	159	1	0	1	square	blue
1433	159	2	0	2	square	red
1434	159	3	1	0	square	red
1435	159	4	1	1	none	none
1436	159	5	1	2	triangle	green
1437	159	6	2	0	none	none
1438	159	7	2	1	square	red
1439	159	8	2	2	none	none
1440	160	0	0	0	none	none
1441	160	1	0	1	none	none
1442	160	2	0	2	square	blue
1443	160	3	1	0	square	red
1444	160	4	1	1	triangle	blue
1445	160	5	1	2	square	blue
1446	160	6	2	0	square	red
1447	160	7	2	1	circle	green
1448	160	8	2	2	square	red
1449	161	0	0	0	none	none
1450	161	1	0	1	triangle	red
1451	161	2	0	2	square	red
1452	161	3	1	0	square	red
1453	161	4	1	1	square	green
1454	161	5	1	2	square	green
1455	161	6	2	0	none	none
1456	161	7	2	1	square	green
1457	161	8	2	2	triangle	green
1458	162	0	0	0	circle	red
1459	162	1	0	1	none	none
1460	162	2	0	2	triangle	blue
1461	162	3	1	0	square	red
1462	162	4	1	1	square	red
1463	162	5	1	2	circle	green
1464	162	6	2	0	square	red
1465	162	7	2	1	triangle	red
1466	162	8	2	2	square	red
1467	163	0	0	0	square	green
1468	163	1	0	1	triangle	green
1469	163	2	0	2	square	green
1470	163	3	1	0	square	green
1471	163	4	1	1	square	blue
1472	163	5	1	2	square	green
1473	163	6	2	0	none	none
1474	163	7	2	1	square	green
1475	163	8	2	2	square	red
1476	164	0	0	0	circle	green
1477	164	1	0	1	square	red
1478	164	2	0	2	square	red
1479	164	3	1	0	circle	blue
1480	164	4	1	1	square	green
1481	164	5	1	2	none	none
1482	164	6	2	0	circle	green
1483	164	7	2	1	square	green
1484	164	8	2	2	circle	green
1485	165	0	0	0	none	none
1486	165	1	0	1	square	green
1487	165	2	0	2	square	red
1488	165	3	1	0	none	none
1489	165	4	1	1	square	green
1490	165	5	1	2	square	blue
1491	165	6	2	0	square	green
1492	165	7	2	1	none	none
1493	165	8	2	2	circle	red
1494	166	0	0	0	square	green
1495	166	1	0	1	none	none
1496	166	2	0	2	square	green
1497	166	3	1	0	square	green
1498	166	4	1	1	none	none
1499	166	5	1	2	square	blue
1500	166	6	2	0	none	none
1501	166	7	2	1	triangle	green
1502	166	8	2	2	none	none
1503	167	0	0	0	square	red
1504	167	1	0	1	square	blue
1505	167	2	0	2	square	green
1506	167	3	1	0	none	none
1507	167	4	1	1	none	none
1508	167	5	1	2	none	none
1509	167	6	2	0	triangle	green
1510	167	7	2	1	square	blue
1511	167	8	2	2	none	none
1512	168	0	0	0	none	none
1513	168	1	0	1	circle	blue
1514	168	2	0	2	square	green
1515	168	3	1	0	circle	green
1516	168	4	1	1	square	green
1517	168	5	1	2	triangle	green
1518	168	6	2	0	square	red
1519	168	7	2	1	none	none
1520	168	8	2	2	square	red
1521	169	0	0	0	square	blue
1522	169	1	0	1	none	none
1523	169	2	0	2	square	green
1524	169	3	1	0	square	green
1525	169	4	1	1	none	none
1526	169	5	1	2	square	red
1527	169	6	2	0	circle	red
1528	169	7	2	1	square	green
1529	169	8	2	2	square	green
1530	170	0	0	0	circle	blue
1531	170	1	0	1	triangle	blue
1532	170	2	0	2	circle	green
1533	170	3	1	0	square	green
1534	170	4	1	1	triangle	blue
1535	170	5	1	2	square	red
1536	170	6	2	0	square	green
1537	170	7	2	1	square	red
1538	170	8	2	2	circle	green
1539	171	0	0	0	square	red
1540	171	1	0	1	square	blue
1541	171	2	0	2	square	green
1542	171	3	1	0	none	none
1543	171	4	1	1	none	none
1544	171	5	1	2	circle	blue
1545	171	6	2	0	triangle	blue
1546	171	7	2	1	square	green
1547	171	8	2	2	none	none
1548	172	0	0	0	square	blue
1549	172	1	0	1	square	blue
1550	172	2	0	2	circle	blue
1551	172	3	1	0	square	green
1552	172	4	1	1	square	green
1553	172	5	1	2	circle	red
1554	172	6	2	0	circle	red
1555	172	7	2	1	square	green
1556	172	8	2	2	square	green
1557	173	0	0	0	square	red
1558	173	1	0	1	circle	green
1559	173	2	0	2	circle	red
1560	173	3	1	0	triangle	blue
1561	173	4	1	1	square	green
1562	173	5	1	2	square	red
1563	173	6	2	0	triangle	green
1564	173	7	2	1	circle	green
1565	173	8	2	2	square	blue
1566	174	0	0	0	square	green
1567	174	1	0	1	triangle	green
1568	174	2	0	2	none	none
1569	174	3	1	0	triangle	blue
1570	174	4	1	1	triangle	blue
1571	174	5	1	2	square	green
1572	174	6	2	0	circle	red
1573	174	7	2	1	triangle	blue
1574	174	8	2	2	square	blue
1575	175	0	0	0	none	none
1576	175	1	0	1	square	green
1577	175	2	0	2	none	none
1578	175	3	1	0	none	none
1579	175	4	1	1	square	green
1580	175	5	1	2	square	blue
1581	175	6	2	0	square	green
1582	175	7	2	1	square	green
1583	175	8	2	2	none	none
1584	176	0	0	0	square	green
1585	176	1	0	1	square	green
1586	176	2	0	2	circle	red
1587	176	3	1	0	none	none
1588	176	4	1	1	circle	blue
1589	176	5	1	2	square	blue
1590	176	6	2	0	triangle	blue
1591	176	7	2	1	square	blue
1592	176	8	2	2	square	blue
1593	177	0	0	0	square	blue
1594	177	1	0	1	triangle	blue
1595	177	2	0	2	none	none
1596	177	3	1	0	square	blue
1597	177	4	1	1	none	none
1598	177	5	1	2	square	blue
1599	177	6	2	0	none	none
1600	177	7	2	1	square	green
1601	177	8	2	2	circle	red
1602	178	0	0	0	square	green
1603	178	1	0	1	square	blue
1604	178	2	0	2	none	none
1605	178	3	1	0	triangle	red
1606	178	4	1	1	square	red
1607	178	5	1	2	none	none
1608	178	6	2	0	square	blue
1609	178	7	2	1	none	none
1610	178	8	2	2	square	green
1611	179	0	0	0	circle	red
1612	179	1	0	1	square	red
1613	179	2	0	2	none	none
1614	179	3	1	0	none	none
1615	179	4	1	1	none	none
1616	179	5	1	2	square	blue
1617	179	6	2	0	triangle	red
1618	179	7	2	1	square	blue
1619	179	8	2	2	triangle	green
1620	180	0	0	0	square	red
1621	180	1	0	1	square	green
1622	180	2	0	2	triangle	red
1623	180	3	1	0	circle	red
1624	180	4	1	1	square	blue
1625	180	5	1	2	square	blue
1626	180	6	2	0	square	red
1627	180	7	2	1	none	none
1628	180	8	2	2	none	none
1629	181	0	0	0	none	none
1630	181	1	0	1	square	red
1631	181	2	0	2	triangle	green
1632	181	3	1	0	square	green
1633	181	4	1	1	square	red
1634	181	5	1	2	none	none
1635	181	6	2	0	square	red
1636	181	7	2	1	square	blue
1637	181	8	2	2	square	red
1638	182	0	0	0	none	none
1639	182	1	0	1	none	none
1640	182	2	0	2	square	green
1641	182	3	1	0	square	green
1642	182	4	1	1	square	red
1643	182	5	1	2	square	green
1644	182	6	2	0	triangle	red
1645	182	7	2	1	square	red
1646	182	8	2	2	square	green
1647	183	0	0	0	square	blue
1648	183	1	0	1	square	blue
1649	183	2	0	2	triangle	blue
1650	183	3	1	0	none	none
1651	183	4	1	1	none	none
1652	183	5	1	2	none	none
1653	183	6	2	0	none	none
1654	183	7	2	1	none	none
1655	183	8	2	2	circle	blue
1656	184	0	0	0	none	none
1657	184	1	0	1	square	red
1658	184	2	0	2	none	none
1659	184	3	1	0	circle	red
1660	184	4	1	1	none	none
1661	184	5	1	2	none	none
1662	184	6	2	0	square	green
1663	184	7	2	1	none	none
1664	184	8	2	2	triangle	blue
1665	185	0	0	0	square	green
1666	185	1	0	1	triangle	green
1667	185	2	0	2	square	green
1668	185	3	1	0	square	green
1669	185	4	1	1	square	green
1670	185	5	1	2	triangle	blue
1671	185	6	2	0	square	green
1672	185	7	2	1	square	green
1673	185	8	2	2	square	red
1674	186	0	0	0	square	red
1675	186	1	0	1	square	blue
1676	186	2	0	2	square	green
1677	186	3	1	0	square	green
1678	186	4	1	1	square	green
1679	186	5	1	2	square	blue
1680	186	6	2	0	square	green
1681	186	7	2	1	circle	green
1682	186	8	2	2	square	red
1683	187	0	0	0	none	none
1684	187	1	0	1	square	red
1685	187	2	0	2	none	none
1686	187	3	1	0	square	blue
1687	187	4	1	1	square	red
1688	187	5	1	2	none	none
1689	187	6	2	0	square	green
1690	187	7	2	1	square	green
1691	187	8	2	2	square	green
1692	188	0	0	0	none	none
1693	188	1	0	1	square	green
1694	188	2	0	2	circle	blue
1695	188	3	1	0	square	blue
1696	188	4	1	1	circle	blue
1697	188	5	1	2	circle	red
1698	188	6	2	0	square	green
1699	188	7	2	1	none	none
1700	188	8	2	2	square	red
1701	189	0	0	0	none	none
1702	189	1	0	1	square	red
1703	189	2	0	2	circle	blue
1704	189	3	1	0	circle	green
1705	189	4	1	1	square	green
1706	189	5	1	2	square	blue
1707	189	6	2	0	square	red
1708	189	7	2	1	square	green
1709	189	8	2	2	none	none
1710	190	0	0	0	square	blue
1711	190	1	0	1	none	none
1712	190	2	0	2	square	red
1713	190	3	1	0	none	none
1714	190	4	1	1	square	green
1715	190	5	1	2	circle	green
1716	190	6	2	0	square	blue
1717	190	7	2	1	square	red
1718	190	8	2	2	none	none
1719	191	0	0	0	triangle	blue
1720	191	1	0	1	triangle	red
1721	191	2	0	2	circle	blue
1722	191	3	1	0	circle	red
1723	191	4	1	1	circle	blue
1724	191	5	1	2	none	none
1725	191	6	2	0	square	blue
1726	191	7	2	1	square	red
1727	191	8	2	2	none	none
1728	192	0	0	0	triangle	red
1729	192	1	0	1	triangle	green
1730	192	2	0	2	triangle	blue
1731	192	3	1	0	square	blue
1732	192	4	1	1	square	green
1733	192	5	1	2	square	blue
1734	192	6	2	0	square	green
1735	192	7	2	1	square	blue
1736	192	8	2	2	square	green
1737	193	0	0	0	square	blue
1738	193	1	0	1	none	none
1739	193	2	0	2	square	green
1740	193	3	1	0	square	red
1741	193	4	1	1	square	red
1742	193	5	1	2	square	red
1743	193	6	2	0	square	blue
1744	193	7	2	1	none	none
